Pressure_kb,Temp_C,rhoH20_gcm-3,epsilon,DeltaGo_H2O_calmol-1,DeltaGo_CO2_aq_calmol-1,DeltaGo_H+_calmol-1,DeltaGo_HCO3-_calmol-1,DeltaGro_calmol-1,log_K,Pressure_kb_2,Temp_C_2,DeltaVo_H2O_cm3mol-1,DeltaVo_CO2_aq_cm3mol-1,DeltaVo_H+_cm3mol-1,DeltaVo_HCO3-_cm3mol-1,DeltaVr_cm3mol-1,Temp_C_3,Pressure_kb_3
30,650,1.22285936521292,25.5079648001165,-61008.6488598044,-96006.710022061,0,-137030.434243129,19984.9246387364,-4.73436911255358,30,650,14.7320947219988,30.4822061369996,0,30.6322292740192,-14.5820715849792,650,30
30,700,1.20784114096522,23.2945593726245,-62522.7624756593,-98374.2257123224,0,-138668.504280741,22228.4839072404,-4.99530406854095,30,700,14.9152727034976,30.5519117764504,0,30.5095719701082,-14.9576125098398,700,30
30,750,1.19310037522912,21.3234097940386,-64080.078144209,-100783.423462361,0,-140304.336900351,24559.164706219,-5.24935757144087,30,750,15.0995510302647,30.6248556039507,0,30.3832336230186,-15.3411730111967,750,30
30,800,1.17865241613925,19.5634451492588,-65677.6290487061,-103233.8187038,0,-141935.535175991,26975.9125765157,-5.49727659672218,30,800,15.2846418106962,30.7006362850316,0,30.253591584869,-15.7316865108588,800,30
30,850,1.16450873754382,17.9882622255283,-67310.8304707993,-105724.96362096,0,-143559.945408847,29475.8486829129,-5.73931987642782,30,850,15.470283235485,30.7788547042306,0,30.1210780844545,-16.1280598552611,850,30
30,900,1.15067693900466,16.5752733217648,-68974.1243281293,-108256.436107059,0,-145175.632921611,32054.9275135775,-5.97548454889996,30,900,15.6562449366399,30.8591034459439,0,29.986181520252,-16.5291668623317,900,30
30,950,1.13716149085224,15.3050605089304,-70660.9486381381,-110827.826902816,0,-146780.868268871,34707.9072720829,-6.2055543322767,30,950,15.8423233154849,30.940956403924,0,29.849452206121,-16.9338275132879,950,30
30,1000,1.1239637341857,14.1608508699483,-72364.0696458748,-113438.732294206,0,-148374.110463047,37428.6914770339,-6.42920010963926,30,1000,16.0283463354376,31.0239661736243,0,29.7114988273891,-17.3408136816727,1000,30
35,300,1.37392121971667,54.4895561256994,-50011.4098857162,-77047.3147590012,0,-122042.283002296,5016.44164242117,-1.91407671996019,35,300,13.112309309638,30.0340436663613,0,31.479675434715,-11.6666775412843,300,35
35,350,1.35779077724636,48.7242593428742,-51183.6844044444,-79097.0675494799,0,-123613.395148683,6667.35680524092,-2.33987669190615,35,350,13.2680824629959,30.0481534784963,0,31.4081072292136,-11.9081287122786,350,35
35,400,1.34207980078578,43.7681648083892,-52418.027726789,-81192.1211880369,0,-125212.755133464,8397.39378136175,-2.72812674132327,35,400,13.4234044722618,30.071576661566,0,31.3327480178286,-12.1622331159991,400,35
35,450,1.32664345162749,39.4649003884345,-53707.0915891585,-83331.6229723042,0,-126834.100425663,10204.6141357996,-3.08602948060753,35,450,13.579594410163,30.1020386789187,0,31.2538758748082,-12.4277572142734,450,35
35,500,1.31142391349733,35.7009148645344,-55042.0532495658,-85514.7179736487,0,-128472.279634359,12084.4915888554,-3.41819234388055,35,500,13.7371904039454,30.1380778201762,0,31.1717012939295,-12.703566930192,500,35
35,550,1.29640613628268,32.3899980745522,-56414.4108068489,-87740.6134971585,0,-130122.914381577,14032.10992243,-3.72799970381462,35,550,13.896324227265,30.1786951440475,0,31.0864092956988,-12.9886100756136,550,35
35,600,1.28159563339114,29.4644567436038,-57822.5693022634,-90008.5989042214,0,-131782.19833639,16048.9698700951,-4.01966793005314,35,600,14.0569143110538,30.2231658166426,0,30.9981841570737,-13.2818959706227,600,35
35,650,1.2670064118582,26.8697476346576,-59271.4158241622,-92318.0479312384,0,-133446.767110072,18142.6966453289,-4.29795078884548,35,650,14.2187757152536,30.2709324155271,0,30.9072225987852,-13.5824855319954,650,35
35,700,1.25265516091764,24.5610718989423,-60763.9883204184,-94668.4107716371,0,-135113.613956756,20318.7851352998,-4.56614632278685,35,700,14.3816754698897,30.3215388044635,0,30.8137454601773,-13.889468814176,700,35
35,750,1.23855737771511,22.501068338269,-62299.7105261078,-97059.2065169417,0,-136780.025958227,22578.8910848222,-4.82608729933054,35,750,14.5453737744751,30.3745918167275,0,30.718000416667,-14.2019651745355,750,35
35,800,1.22472677126408,20.6582479889057,-63875.6370822774,-99490.0087657113,0,-138443.546551834,24922.0992961543,-5.07874099952437,35,800,14.7096319135785,30.4297311913086,0,30.6202722450176,-14.5190908598694,800,35
35,850,1.21117407035768,19.0058241120982,-65487.2169014763,-101960.436659545,0,-140101.941050759,27345.7125102621,-5.32455547026232,35,850,14.8742286025656,30.4866138333492,0,30.5208828860153,-14.8399595498996,850,35
35,900,1.1979065765357,17.5208463611244,-67128.8531964121,-104470.14645388,0,-141753.170223793,29845.8294264989,-5.56367792476235,35,900,15.0389691090097,30.5449035933113,0,30.4201906550958,-15.1636820472252,900,35
35,950,1.18492905815065,16.1835577330475,-68794.0887425515,-107018.818574538,0,-143395.377996312,32417.5293207773,-5.79604923861443,35,950,15.203678124087,30.6042595944516,0,30.3185969055901,-15.4893408129485,950,35
35,1000,1.17224375036776,14.9768680039901,-70475.6437633474,-109606.149912083,0,-145026.876287861,35054.9173875697,-6.0214522554134,35,1000,15.3682030672786,30.6643315963355,0,30.2165449133289,-15.8159897502852,1000,35
40,300,1.40978221080124,56.5806815830863,-48460.9718783929,-73451.0882312289,0,-118293.668953218,3618.39115640352,-1.38063567163099,40,300,12.7787681401946,29.9597378510135,0,31.5651449723026,-11.1733610189055,300,40
40,350,1.39397512223542,50.6545470229622,-49615.0976849274,-75496.4804898519,0,-119877.810741113,5233.76743366658,-1.83676542093375,40,350,12.9236739685212,29.9639696994563,0,31.5057567705981,-11.3818868973794,350,40
40,400,1.37870238717258,45.5551412015395,-50831.3555079751,-77585.4619674817,0,-121491.556715852,6925.26075960518,-2.24986341724847,40,400,13.0668374607992,29.977286865376,0,31.4437362277255,-11.6003880984498,400,40
40,450,1.36376701304972,41.1218199200792,-52102.1724364822,-79717.4257145698,0,-123128.667596726,8690.9305543259,-2.62826869763467,40,450,13.2099396946942,29.9973073843563,0,31.3792913577739,-11.8279557212766,450,40
40,500,1.34908033831239,37.2385266586764,-53418.5306770385,-81891.6667111601,0,-124784.015760712,10526.1816274864,-2.97741226304898,40,500,13.3537488379202,30.0225055187399,0,31.31258194956,-12.0636724071001,500,40
40,550,1.33460794141591,33.817457494056,-54771.8641405982,-84107.4909422247,0,-126453.239966636,12426.1151161872,-3.30132487051455,40,550,13.4985559735898,30.0518456241902,0,31.2437501140454,-12.3066514837346,550,40
40,600,1.32034296785355,30.7898376021289,-56160.6999934003,-86364.2582591742,0,-128132.541885679,14392.4163668954,-3.60476310780428,40,600,13.6443942510536,30.0845847295869,0,31.1729390807563,-12.5560398998843,600,40
40,650,1.30629122905493,28.100328643529,-57590.1307799566,-88661.3988365151,0,-129818.552915358,16432.9767011141,-3.89292322725447,40,650,13.7911666244851,30.1201618908292,0,31.1003013756074,-12.811027139707,650,40
40,700,1.29246404985726,25.7035115967107,-59063.2521154202,-90998.4132298175,0,-131508.248787555,18553.4165576821,-4.16942323204221,40,700,13.9387087803252,30.1581295820905,0,31.0260076998421,-13.0708306625736,700,40
40,750,1.27887424520791,23.5615330169674,-60579.5661300273,-93374.866946235,0,-133198.889588819,20755.5434874435,-4.436358917679,40,750,14.0868268068619,30.1981109450811,0,30.9502525023551,-13.3346852495879,750,40
40,800,1.26553328895509,21.6424529729718,-62136.0116690833,-95790.3853458591,0,-134887.972158449,23038.424856493,-4.69487708449936,40,800,14.2353268438119,30.2397745348237,0,30.8732538791809,-13.6018474994547,800,40
40,850,1.25245071780384,19.9190846633516,-63728.1507034561,-98244.6439108554,0,-136573.199927744,25399.5946865672,-4.94562175990312,40,850,14.3840230548869,30.2828149200046,0,30.7952576593895,-13.871580315502,850,40
40,900,1.2396336842829,18.3681196137875,-65350.3763200332,-100737.359886774,0,-138252.458502483,27835.2777043238,-5.18888310591483,40,900,14.5327448168057,30.3269404487506,0,30.7165385900657,-14.1431466754906,900,40
40,950,1.22708725476682,16.9694663587141,-66996.2067594348,-103268.282261706,0,-139923.80018956,30340.6888315809,-5.42472329279611,40,950,14.6813357648502,30.3718632159307,0,30.6374035302157,-14.4157954505653,950,40
40,1000,1.21481366442084,15.705709528402,-68658.4083794843,-105837.188314093,0,-141585.423117977,32910.1735756,-5.65304538338784,40,1000,14.8296652627699,30.4172967263279,0,30.5581860624997,-14.6887759265982,1000,40
45,300,1.44274985499024,58.5248867987209,-46947.8390503854,-69864.2513621352,0,-114533.59350549,2278.49690703063,-0.869384754597423,45,300,12.4867661138124,29.9022724292752,0,31.630701140211,-10.7583374028766,300,45
45,350,1.42711561920285,52.4435774701831,-48084.9400119236,-71906.8297734906,0,-116128.679389833,3863.09039558088,-1.35573292976324,45,350,12.6235602480918,29.8991960809646,0,31.5801469567821,-10.9426093722743,350,45
45,400,1.4121409061718,47.2070573272909,-49284.3809023001,-73991.4085901448,0,-117754.445823349,5521.34366909617,-1.79376193422413,45,400,12.7574237962117,29.9051122761109,0,31.5277366211828,-11.1347994511397,400,45
