case,sectioning,P(bar),T(K),X(CO2),vol[cm3/mol],y(H2O),y(CO2),Y_C,Y_O,Y_H,Y_N,Y_S,Y_Si,f(H2O),f(CO2),log[f(O2)],log[f(S2)],log[f(H2)],log[a(C)],epsilon
h2o_co2_hybrid_mrk,X(CO2)=0.000000,20000.0,623.15,0.0,27.62118,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,96406.38,2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,1000.0,673.15,0.0,76.00911,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,262.3274,1000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,2000.0,673.15,0.0,53.82183,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,403.1105,2000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,3000.0,673.15,0.0,46.1591,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,595.8399,3000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,4000.0,673.15,0.0,42.03258,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,861.2127,4000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,5000.0,673.15,0.0,39.34283,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1225.345,5000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,6000.0,673.15,0.0,37.39704,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1722.462,6000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,7000.0,673.15,0.0,35.89514,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,2397.602,7000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,8000.0,673.15,0.0,34.68382,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,3309.955,8000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,9000.0,673.15,0.0,33.67551,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,4537.134,9000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,10000.0,673.15,0.0,32.81602,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,6180.637,1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,11000.0,673.15,0.0,32.06975,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,8372.858,1.1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,12000.0,673.15,0.0,31.41217,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,11286.06,1.2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,13000.0,673.15,0.0,30.82572,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,15143.81,1.3e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,14000.0,673.15,0.0,30.29746,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,20235.67,1.4e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,15000.0,673.15,0.0,29.8176,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,26935.75,1.5e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,16000.0,673.15,0.0,29.37854,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,35726.42,1.6e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,17000.0,673.15,0.0,28.97432,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,47228.39,1.7e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,18000.0,673.15,0.0,28.60015,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,62238.83,1.8e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,19000.0,673.15,0.0,28.25213,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,81779.57,1.9e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,20000.0,673.15,0.0,27.92707,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,107158.2,2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,1000.0,723.15,0.0,81.41712,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,360.1504,1000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,2000.0,723.15,0.0,56.50541,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,556.1046,2000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,3000.0,723.15,0.0,47.90807,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,816.2076,3000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,4000.0,723.15,0.0,43.33026,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1167.191,4000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,5000.0,723.15,0.0,40.3793,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1640.269,5000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,6000.0,723.15,0.0,38.26403,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,2275.236,6000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,7000.0,723.15,0.0,36.64338,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,3123.423,7000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,8000.0,723.15,0.0,35.34415,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,4251.083,8000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,9000.0,723.15,0.0,34.26806,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,5743.599,9000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,10000.0,723.15,0.0,33.35465,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,7710.758,1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,11000.0,723.15,0.0,32.56438,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,10293.4,1.1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,12000.0,723.15,0.0,31.87018,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,13671.78,1.2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,13000.0,723.15,0.0,31.25275,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,18076.06,1.3e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,14000.0,723.15,0.0,30.6979,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,23799.53,1.4e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,15000.0,723.15,0.0,30.19494,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,31215.12,1.5e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,16000.0,723.15,0.0,29.73563,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,40796.06,1.6e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,17000.0,723.15,0.0,29.31348,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,53141.75,1.7e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,18000.0,723.15,0.0,28.92331,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,69009.99,1.8e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,19000.0,723.15,0.0,28.56093,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,89357.16,1.9e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,20000.0,723.15,0.0,28.22288,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,115388.2,2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,1000.0,773.15,0.0,86.70165,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,460.8531,1000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,2000.0,773.15,0.0,59.18709,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,721.5673,2000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,3000.0,773.15,0.0,49.66666,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1055.431,3000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,4000.0,773.15,0.0,44.63275,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1497.24,4000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,5000.0,773.15,0.0,41.41571,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,2083.085,5000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,6000.0,773.15,0.0,39.12759,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,2857.526,6000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,7000.0,773.15,0.0,37.38599,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,3876.917,7000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,8000.0,773.15,0.0,35.99745,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,5212.802,8000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,9000.0,773.15,0.0,34.85269,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,6955.963,9000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,10000.0,773.15,0.0,33.88479,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,9221.395,1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,11000.0,773.15,0.0,33.05021,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,12154.46,1.1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,12000.0,773.15,0.0,32.31922,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,15938.51,1.2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,13000.0,773.15,0.0,31.67072,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,20804.34,1.3e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,14000.0,773.15,0.0,31.08929,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,27041.88,1.4e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,15000.0,773.15,0.0,30.56329,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,35014.63,1.5e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,16000.0,773.15,0.0,30.0838,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,45177.44,1.6e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,17000.0,773.15,0.0,29.64383,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,58098.48,1.7e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,18000.0,773.15,0.0,29.2378,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,74486.26,1.8e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,19000.0,773.15,0.0,28.86119,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,95222.76,1.9e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,20000.0,773.15,0.0,28.51032,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,121404.2,2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,1000.0,823.15,0.0,91.87647,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,556.1315,1000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,2000.0,823.15,0.0,61.85515,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,891.1597,2000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,3000.0,823.15,0.0,51.43018,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1303.501,3000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,4000.0,823.15,0.0,45.93934,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1838.77,4000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,5000.0,823.15,0.0,42.45295,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,2537.843,5000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,6000.0,823.15,0.0,39.98925,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,3449.282,6000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,7000.0,823.15,0.0,38.12476,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,4633.274,7000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,8000.0,823.15,0.0,36.64559,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,6165.046,8000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,9000.0,823.15,0.0,35.43127,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,8138.714,9000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,10000.0,823.15,0.0,34.40831,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,10671.9,1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,11000.0,823.15,0.0,33.52903,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,13911.35,1.1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,12000.0,823.15,0.0,32.76103,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,18039.79,1.2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,13000.0,823.15,0.0,32.08135,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,23284.3,1.3e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,14000.0,823.15,0.0,31.47327,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,29926.58,1.4e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,15000.0,823.15,0.0,30.92424,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,38315.4,1.5e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,16000.0,823.15,0.0,30.42462,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,48881.85,1.6e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,17000.0,823.15,0.0,29.96689,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,62157.8,1.7e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,18000.0,823.15,0.0,29.54508,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,78798.44,1.8e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,19000.0,823.15,0.0,29.15434,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,99609.6,1.9e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,20000.0,823.15,0.0,28.79074,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,125580.8,2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,1000.0,873.15,0.0,96.95933,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,640.386,1000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,2000.0,873.15,0.0,64.50314,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1057.161,2000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,3000.0,873.15,0.0,53.1948,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1551.2,3000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,4000.0,873.15,0.0,47.24913,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,2180.537,4000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,5000.0,873.15,0.0,43.49154,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,2990.827,5000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,6000.0,873.15,0.0,40.85015,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,4033.973,6000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,7000.0,873.15,0.0,38.86109,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,5372.96,7000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,8000.0,873.15,0.0,37.29006,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,7085.337,8000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,9000.0,873.15,0.0,36.00533,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,9266.862,9000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,10000.0,873.15,0.0,34.92671,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,12035.75,1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,11000.0,873.15,0.0,34.00234,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,15537.77,1.1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,12000.0,873.15,0.0,33.19705,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,19952.3,1.2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,13000.0,873.15,0.0,32.48603,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,25499.78,1.3e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,14000.0,873.15,0.0,31.85122,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,32450.58,1.4e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,15000.0,873.15,0.0,31.2791,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,41135.73,1.5e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,16000.0,873.15,0.0,30.75934,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,51959.89,1.6e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,17000.0,873.15,0.0,30.28389,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,65416.89,1.7e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,18000.0,873.15,0.0,29.84633,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,82108.47,1.8e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,19000.0,873.15,0.0,29.44153,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,102766.8,1.9e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,20000.0,873.15,0.0,29.06527,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,128281.2,2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,1000.0,923.15,0.0,101.9669,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,711.6869,1000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,2000.0,923.15,0.0,67.12839,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1213.394,2000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,3000.0,923.15,0.0,54.95767,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,1790.754,3000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,4000.0,923.15,0.0,48.56126,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,2513.189,4000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,5000.0,923.15,0.0,44.53179,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,3430.964,5000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,6000.0,923.15,0.0,41.71115,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,4598.756,6000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,7000.0,923.15,0.0,39.59608,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,6081.492,7000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,8000.0,923.15,0.0,37.93209,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,7957.934,8000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,9000.0,923.15,0.0,36.57612,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,10324.16,9000000000000000.0,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,10000.0,923.15,0.0,35.44124,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,13297.45,1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,11000.0,923.15,0.0,34.47135,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,17020.86,1.1e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,12000.0,923.15,0.0,33.62849,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,21668.64,1.2e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,13000.0,923.15,0.0,32.88592,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,27452.68,1.3e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,14000.0,923.15,0.0,32.22424,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,34630.28,1.4e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,15000.0,923.15,0.0,31.62896,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,43513.31,1.5e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,16000.0,923.15,0.0,31.08903,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,54479.23,1.6e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,17000.0,923.15,0.0,30.59583,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,67984.2,1.7e+16,0.0,-4999.5,nan,0.0,1.0
h2o_co2_hybrid_mrk,X(CO2)=0.000000,18000.0,923.15,0.0,30.14255,1.0,0.0,0.0,0.3333333,0.6666667,0.0,0.0,0.0,84578.6,1.8e+16,0.0,-4999.5,nan,0.0,1.0
